customer_id,gender,age,tenure,contract_type,internet_service,phone_service,monthly_charges,total_charges,payment_method,paperless_billing,customer_support_calls,number_of_services,has_streaming,has_online_security,churn,avg_spend_per_month,churn_prediction,churn_probability
291,Male,32,69,Monthly,DSL,No,92.39,5018.12,Card,Yes,2,5,No,No,Yes,72.7263768115942,True,0.6794385579654603
293,Male,66,41,Monthly,Fiber,Yes,79.82,3012.93,UPI,Yes,4,2,Yes,No,No,73.48609756097561,True,0.6023068945605398
295,Female,55,60,Monthly,DSL,Yes,92.43,6506.39,Card,No,4,5,No,Yes,Yes,108.43983333333334,True,0.5869209996321674
296,Female,68,14,Yearly,Fiber,Yes,70.03,3262.82,UPI,Yes,1,5,Yes,No,No,233.05857142857144,False,0.2674809022579621
297,Female,19,2,Yearly,Fiber,Yes,32.45,7582.51,Bank Transfer,No,4,1,Yes,Yes,No,3791.255,False,0.2530269351119949
298,Male,32,70,Monthly,DSL,Yes,42.11,3311.06,Bank Transfer,Yes,8,3,Yes,Yes,No,47.30085714285714,False,0.2281361408284619
299,Male,28,17,Monthly,Fiber,Yes,92.35,6197.5,Card,Yes,3,1,No,No,Yes,364.55882352941177,True,0.7942925680814624
300,Female,25,28,Monthly,Fiber,Yes,63.09,3922.63,Card,Yes,9,3,No,Yes,Yes,140.09392857142856,True,0.5374164825702438
302,Male,68,35,Monthly,DSL,Yes,116.4,7271.31,Bank Transfer,Yes,2,4,No,No,Yes,207.75171428571429,True,0.8021124269308892
303,Male,62,5,Monthly,DSL,Yes,88.66,790.59,Bank Transfer,No,2,3,Yes,Yes,Yes,158.118,True,0.7178178738626314
304,Female,61,65,Monthly,DSL,Yes,115.28,7498.3,Card,Yes,8,2,No,Yes,No,115.35846153846154,True,0.580071903616953
305,Female,22,40,Yearly,DSL,Yes,56.98,6621.73,Card,No,3,3,Yes,Yes,No,165.54325,False,0.10875794038979783
306,Male,23,56,Monthly,DSL,No,62.26,6351.35,UPI,No,0,3,Yes,No,Yes,113.41696428571429,True,0.6461632003634828
307,Female,43,36,Yearly,Fiber,Yes,108.78,1687.2,Bank Transfer,Yes,0,3,Yes,No,No,46.86666666666667,False,0.38185664347529674
309,Female,36,23,2-Year,DSL,Yes,87.8,6816.05,UPI,Yes,6,1,No,No,No,296.35,False,0.39349371400450667
312,Male,37,11,Yearly,Fiber,Yes,23.58,493.9,Card,Yes,8,1,Yes,Yes,Yes,44.9,False,0.03828946716323289
313,Female,66,10,Monthly,DSL,Yes,32.66,1284.28,UPI,Yes,4,5,Yes,Yes,Yes,128.428,True,0.535843865570467
314,Male,29,67,Monthly,Fiber,Yes,10.1,4346.89,UPI,Yes,2,4,Yes,Yes,No,64.8789552238806,False,0.2377738346694903
315,Male,64,14,2-Year,DSL,Yes,14.32,4648.76,Bank Transfer,Yes,2,5,No,Yes,No,332.05428571428575,False,0.1072738216603502
316,Female,18,10,Monthly,Fiber,Yes,117.5,5196.69,UPI,Yes,2,4,Yes,Yes,Yes,519.669,True,0.915451672831067
318,Male,31,5,Yearly,DSL,Yes,82.96,7686.9,Bank Transfer,Yes,3,1,Yes,Yes,No,1537.3799999999999,False,0.2548346068422101
321,Female,28,43,Monthly,Fiber,No,26.85,210.71,Card,Yes,0,1,No,No,No,4.900232558139535,True,0.5976388263183077
322,Male,53,1,Yearly,DSL,Yes,90.09,4578.18,Bank Transfer,Yes,8,2,Yes,No,Yes,4578.18,False,0.40684554988784777
324,Female,60,64,Yearly,Fiber,Yes,90.44,5360.98,Card,Yes,5,5,No,No,Yes,83.7653125,False,0.13186782644384049
325,Female,20,28,2-Year,DSL,No,94.67,6598.99,Card,Yes,0,5,No,No,No,235.6782142857143,True,0.6270180508810758
326,Female,50,37,Yearly,DSL,Yes,117.3,204.92,Card,Yes,2,3,No,No,Yes,5.538378378378378,False,0.31532416671394187
328,Male,67,37,Monthly,DSL,Yes,47.58,3730.55,UPI,Yes,4,5,No,No,No,100.82567567567568,False,0.4599300698396398
330,Female,22,44,Yearly,DSL,Yes,17.53,670.48,UPI,No,6,2,No,Yes,No,15.238181818181818,False,0.032877391923783784
331,Male,40,56,Monthly,Fiber,Yes,108.71,5507.04,UPI,No,9,1,No,Yes,Yes,98.34,False,0.4703848157093293
334,Male,19,61,Yearly,DSL,Yes,99.73,3933.8,Bank Transfer,Yes,5,5,Yes,Yes,Yes,64.48852459016393,False,0.11391012006547693
335,Female,30,20,Yearly,DSL,Yes,75.7,1280.11,Card,Yes,8,4,No,No,No,64.0055,False,0.16559782071857357
337,Male,19,37,Monthly,DSL,Yes,62.08,1461.85,Bank Transfer,Yes,8,5,No,No,No,39.50945945945946,True,0.5182293492157174
338,Male,37,20,Monthly,Fiber,Yes,104.0,6991.92,Bank Transfer,Yes,9,4,No,No,Yes,349.596,True,0.7426822878863479
339,Female,18,26,Monthly,DSL,Yes,47.4,4943.62,Card,No,3,2,Yes,No,Yes,190.13923076923078,True,0.6785177785392585
340,Female,54,29,2-Year,Fiber,Yes,105.66,1341.91,Card,Yes,8,4,Yes,Yes,No,46.27275862068966,False,0.31411642408209683
341,Male,26,1,Monthly,Fiber,Yes,19.69,7702.47,UPI,Yes,6,2,Yes,Yes,Yes,7702.47,True,0.831570709211191
342,Female,34,35,Monthly,Fiber,Yes,95.45,4195.09,UPI,Yes,4,5,Yes,No,Yes,119.85971428571429,True,0.8228266119682321
343,Male,26,70,Yearly,Fiber,Yes,103.23,675.9,Bank Transfer,Yes,4,2,No,Yes,No,9.655714285714286,False,0.09165603464719914
344,Female,28,59,Monthly,Fiber,Yes,30.0,5051.98,Card,Yes,0,4,No,No,Yes,85.62677966101694,True,0.541952648199989
345,Male,32,69,Yearly,DSL,Yes,57.34,2100.27,Bank Transfer,No,1,3,No,No,No,30.438695652173912,False,0.0657382086199724
346,Male,41,33,Yearly,Fiber,Yes,28.2,6449.18,UPI,Yes,9,1,No,No,No,195.42969696969698,False,0.037528081688462014
347,Male,55,51,2-Year,DSL,Yes,87.73,6560.79,UPI,No,2,1,No,No,Yes,128.6429411764706,False,0.22422653303048798
348,Female,52,12,Monthly,Fiber,Yes,68.89,7833.68,Bank Transfer,Yes,7,3,No,No,Yes,652.8066666666667,True,0.7432710545204109
350,Male,48,53,Monthly,Fiber,Yes,31.61,3694.16,Card,Yes,9,5,No,No,No,69.70113207547169,False,0.26144054246421977
352,Male,22,50,Monthly,Fiber,No,14.56,1146.52,Card,Yes,0,4,Yes,No,Yes,22.9304,False,0.4687596251153048
353,Male,61,29,Monthly,Fiber,No,45.43,4420.63,Card,No,8,4,No,Yes,No,152.4355172413793,False,0.3382376462717961
354,Female,67,57,Yearly,Fiber,Yes,71.57,4415.36,UPI,No,2,2,No,No,No,77.46245614035087,False,0.10848232235421107
357,Female,26,43,Yearly,Fiber,Yes,57.89,6840.95,Card,No,3,4,Yes,No,No,159.09186046511627,False,0.14643696216982627
358,Female,51,50,2-Year,DSL,Yes,114.84,6863.61,Card,Yes,1,1,No,Yes,Yes,137.2722,False,0.3876070772867381
359,Male,29,23,Yearly,Fiber,Yes,89.12,883.98,Card,Yes,8,2,Yes,No,Yes,38.43391304347826,False,0.1456011510175027
361,Female,52,38,Monthly,Fiber,Yes,68.03,2175.29,Card,Yes,6,5,No,No,No,57.244473684210526,True,0.6253969390322854
365,Male,46,50,2-Year,Fiber,Yes,23.34,899.21,Bank Transfer,Yes,9,3,No,No,No,17.9842,False,0.05478120680066523
368,Female,58,8,Monthly,Fiber,Yes,72.09,6332.42,Bank Transfer,No,5,4,No,Yes,Yes,791.5525,True,0.7126124100916044
370,Male,31,5,Monthly,Fiber,Yes,28.29,5149.69,Card,Yes,2,1,No,Yes,Yes,1029.9379999999999,True,0.5482582630479437
372,Female,52,34,2-Year,DSL,No,77.89,5737.92,UPI,Yes,9,3,No,Yes,No,168.76235294117646,False,0.2062911611291469
373,Female,38,65,Monthly,DSL,Yes,116.68,7002.06,Card,Yes,9,1,Yes,No,Yes,107.724,True,0.6898486615269628
375,Male,22,43,Monthly,DSL,Yes,111.49,6946.11,UPI,Yes,4,2,No,Yes,Yes,161.53744186046512,True,0.6976448276654534
376,Female,36,30,2-Year,Fiber,No,93.84,4789.24,Card,Yes,3,2,Yes,No,No,159.64133333333334,True,0.5177376183394528
377,Female,31,17,Monthly,DSL,Yes,75.09,1104.17,Card,No,8,2,Yes,Yes,Yes,64.95117647058824,True,0.6090037480034456
380,Male,42,47,Monthly,Fiber,Yes,78.57,5632.75,Bank Transfer,Yes,1,1,Yes,No,Yes,119.84574468085107,True,0.6750429966460397
382,Female,59,68,Yearly,Fiber,Yes,63.88,935.79,UPI,Yes,4,4,No,No,No,13.761617647058824,False,0.07997493761500192
383,Female,42,33,Monthly,DSL,Yes,68.15,4098.5,Bank Transfer,Yes,6,2,No,No,Yes,124.1969696969697,True,0.6492205237963989
384,Male,35,1,2-Year,DSL,No,46.79,6535.54,Card,No,0,4,No,Yes,No,6535.54,True,0.6428501282803033
385,Male,57,19,Monthly,Fiber,Yes,67.12,7495.69,Bank Transfer,Yes,9,1,No,No,No,394.51,True,0.5381814960660714
386,Female,25,31,Monthly,Fiber,No,31.73,4156.79,Bank Transfer,No,4,1,Yes,Yes,No,134.09,True,0.5203175530721731
388,Male,57,53,Monthly,DSL,Yes,30.44,4331.94,Bank Transfer,Yes,9,5,Yes,No,No,81.73471698113207,False,0.2651194639888452
389,Male,31,48,Monthly,Fiber,Yes,19.35,3214.1,Card,Yes,1,4,No,Yes,No,66.96041666666666,False,0.31914454867635156
390,Male,49,69,Monthly,DSL,Yes,57.99,6800.8,Bank Transfer,Yes,1,5,No,Yes,No,98.5623188405797,False,0.39851844483363075
391,Male,68,62,Monthly,Fiber,Yes,82.41,3994.56,UPI,Yes,8,5,Yes,Yes,Yes,64.42838709677419,False,0.3699096169997511
392,Male,55,66,Yearly,DSL,Yes,58.15,3828.03,Bank Transfer,No,3,5,No,No,No,58.000454545454545,False,0.05438662213178733
394,Female,40,70,Yearly,DSL,No,71.4,6789.6,UPI,No,6,1,Yes,Yes,No,96.99428571428572,False,0.06778779594238776
395,Male,32,63,2-Year,DSL,No,48.17,6672.34,UPI,Yes,9,4,Yes,No,No,105.91015873015873,False,0.10090778342164541
396,Female,50,33,Monthly,DSL,Yes,112.62,3287.81,UPI,No,9,3,No,Yes,No,99.63060606060606,True,0.6572262785589396
397,Female,42,41,Monthly,DSL,Yes,111.49,2733.07,UPI,Yes,1,5,No,Yes,Yes,66.66024390243903,True,0.8059469471392764
398,Female,34,48,Monthly,DSL,Yes,65.26,3986.23,Card,No,2,3,No,Yes,No,83.04645833333333,True,0.5576342023619848
400,Male,64,31,Monthly,Fiber,No,91.08,1982.86,Card,No,5,1,No,Yes,Yes,63.96322580645161,True,0.5594789181056382
401,Female,19,68,Yearly,DSL,Yes,14.04,6372.25,UPI,No,2,2,No,Yes,No,93.7095588235294,False,0.03200707313802683
403,Male,57,19,Monthly,DSL,No,47.0,2738.96,Card,Yes,3,2,No,No,No,144.15578947368422,True,0.5790791653871306
404,Male,57,70,Yearly,DSL,Yes,111.26,943.89,Bank Transfer,Yes,2,3,No,No,No,13.484142857142857,False,0.1357630758853281
405,Female,68,13,Monthly,Fiber,Yes,11.32,1986.88,Bank Transfer,No,7,4,No,Yes,Yes,152.83692307692309,False,0.31574761336312324
406,Female,56,23,Yearly,DSL,Yes,70.81,7599.32,UPI,Yes,9,2,No,No,No,330.40521739130435,False,0.12348076886839768
409,Female,23,71,Monthly,Fiber,Yes,19.39,3739.32,Card,Yes,6,3,Yes,Yes,Yes,52.66647887323944,False,0.25707327908417993
410,Female,20,15,Monthly,DSL,Yes,116.97,2525.99,UPI,No,6,1,Yes,No,No,168.39933333333332,True,0.868237423882437
412,Female,68,71,Monthly,DSL,Yes,77.56,2652.85,Card,Yes,2,5,No,No,Yes,37.36408450704225,True,0.5847323626735385
413,Female,25,15,2-Year,DSL,Yes,36.03,4398.46,Card,No,9,4,Yes,No,No,293.23066666666665,False,0.1869355596122292
414,Male,59,21,Monthly,DSL,Yes,63.18,4458.53,Card,Yes,9,4,Yes,No,Yes,212.31095238095236,True,0.5114098327515075
415,Male,69,19,Monthly,Fiber,Yes,57.21,2916.82,UPI,Yes,3,5,No,Yes,Yes,153.51684210526318,True,0.5122186743284908
416,Male,32,60,Monthly,DSL,Yes,18.24,3633.69,Card,Yes,6,5,No,Yes,Yes,60.5615,False,0.1918941238343833
418,Female,46,49,2-Year,DSL,Yes,102.12,3081.05,UPI,Yes,2,3,No,No,Yes,62.87857142857143,False,0.40737260878962683
420,Female,69,44,Monthly,DSL,Yes,31.45,2023.39,UPI,Yes,6,1,Yes,Yes,Yes,45.98613636363637,False,0.30783514385563515
423,Female,44,46,Monthly,DSL,Yes,16.81,1727.31,UPI,Yes,0,5,Yes,Yes,No,37.55021739130434,False,0.42793862767918106
424,Male,53,9,Monthly,DSL,Yes,73.45,5703.44,Card,No,2,5,No,No,No,633.7155555555555,True,0.7393818709997861
426,Male,55,26,Monthly,Fiber,Yes,14.01,3409.57,UPI,Yes,6,2,Yes,No,Yes,131.1373076923077,False,0.33164264087894874
427,Male,50,48,Monthly,DSL,Yes,15.8,6229.33,Card,Yes,3,4,No,No,Yes,129.77770833333332,False,0.31322023064898663
428,Female,54,66,Monthly,Fiber,Yes,101.76,2775.99,Bank Transfer,Yes,0,1,No,Yes,Yes,42.06045454545454,True,0.6811410470125323
429,Male,44,70,Monthly,DSL,No,22.98,4553.52,Bank Transfer,Yes,5,5,No,No,Yes,65.05028571428572,False,0.28530812648833254
430,Female,50,28,2-Year,DSL,Yes,14.97,1719.34,Card,Yes,1,2,No,Yes,No,61.404999999999994,False,0.11657985993825432
431,Male,21,26,Monthly,DSL,Yes,58.17,5961.76,UPI,Yes,2,1,Yes,Yes,Yes,229.29846153846154,True,0.5862440157802152
432,Female,39,25,Monthly,DSL,Yes,102.84,513.0,Bank Transfer,No,3,3,No,No,Yes,20.52,True,0.8214900406303032
433,Male,19,12,Yearly,Fiber,Yes,38.86,6835.09,Bank Transfer,Yes,5,5,No,Yes,No,569.5908333333333,False,0.08913217503405899
434,Female,27,5,Monthly,DSL,Yes,56.39,1665.75,UPI,No,5,4,Yes,Yes,Yes,333.15,True,0.6731799797806982
437,Female,50,44,Yearly,Fiber,Yes,73.54,5809.2,UPI,Yes,6,2,Yes,Yes,No,132.02727272727273,False,0.09571610527133499
438,Female,55,15,2-Year,DSL,Yes,72.8,2621.88,UPI,Yes,1,1,No,No,No,174.792,False,0.4043813766192278
440,Male,48,48,Monthly,Fiber,Yes,44.71,1100.43,Card,No,9,5,Yes,Yes,No,22.925625,False,0.24062867107912814
441,Male,64,70,Monthly,DSL,Yes,21.73,1510.31,Bank Transfer,Yes,7,3,Yes,No,No,21.575857142857142,False,0.188928847442014
444,Female,41,21,Monthly,Fiber,No,94.33,1648.24,Card,Yes,9,5,No,Yes,Yes,78.48761904761905,True,0.7096415110338896
445,Female,69,23,Yearly,DSL,Yes,116.29,7555.75,UPI,Yes,5,2,Yes,Yes,No,328.5108695652174,False,0.2467214127547181
446,Male,32,47,Yearly,DSL,Yes,116.71,7814.27,Card,No,0,1,No,No,No,166.26106382978725,False,0.24059937602015796
450,Female,46,51,Monthly,DSL,Yes,41.37,2230.97,Bank Transfer,Yes,7,4,No,Yes,Yes,43.74450980392157,False,0.3435638531859325
451,Female,64,15,Yearly,Fiber,Yes,79.38,5648.95,Card,Yes,3,3,No,No,No,376.59666666666664,False,0.23671964919202376
452,Female,21,68,Monthly,Fiber,No,60.12,5305.32,Bank Transfer,Yes,2,5,Yes,Yes,No,78.01941176470588,True,0.6040842748284194
453,Female,29,21,Monthly,DSL,Yes,63.02,7914.09,Card,Yes,0,2,No,Yes,No,376.8614285714286,True,0.734195580946704
454,Female,62,13,Monthly,Fiber,Yes,93.36,2193.87,Card,No,8,4,Yes,Yes,No,168.75923076923075,True,0.6780016172902286
456,Male,44,34,Monthly,Fiber,Yes,44.98,510.99,UPI,Yes,5,4,No,Yes,Yes,15.029117647058824,False,0.3692808618272585
457,Female,48,68,Yearly,Fiber,Yes,111.71,997.8,Card,Yes,5,4,Yes,No,No,14.673529411764704,False,0.17987223384702494
458,Female,68,52,Monthly,Fiber,Yes,16.18,130.96,Bank Transfer,Yes,8,4,Yes,No,Yes,2.5184615384615388,False,0.2821988707954909
460,Male,53,29,Yearly,DSL,Yes,110.41,6437.96,Bank Transfer,Yes,5,5,No,Yes,No,221.99862068965518,False,0.1633712023765091
462,Male,43,35,Monthly,DSL,Yes,70.1,4126.84,Card,Yes,5,1,No,No,No,117.90971428571429,True,0.5457368213318696
463,Female,60,8,Yearly,DSL,No,37.47,2470.53,Card,Yes,7,2,Yes,No,No,308.81625,False,0.11738556733028933
464,Male,44,16,Monthly,DSL,Yes,47.76,1294.99,Card,No,4,2,Yes,No,No,80.936875,True,0.5332860054218476
465,Female,22,36,Yearly,Fiber,Yes,103.73,2348.93,UPI,Yes,1,4,Yes,No,Yes,65.24805555555555,False,0.3637455456619578
466,Male,37,30,Monthly,Fiber,Yes,71.51,3070.17,Card,Yes,1,5,No,Yes,Yes,102.339,True,0.6186705394053049
467,Female,28,18,2-Year,DSL,Yes,66.62,6074.85,Bank Transfer,Yes,9,5,No,Yes,No,337.4916666666667,False,0.22994045543175068
468,Male,27,2,Yearly,DSL,Yes,20.95,4363.33,UPI,Yes,4,3,Yes,No,Yes,2181.665,False,0.1432787759914269
469,Male,57,49,2-Year,Fiber,Yes,11.76,712.12,Bank Transfer,Yes,2,3,Yes,No,No,14.533061224489796,False,0.07951336179904765
471,Male,23,7,Monthly,DSL,Yes,51.47,908.42,UPI,No,2,3,Yes,No,Yes,129.7742857142857,True,0.6757099070744766
473,Male,40,13,Monthly,Fiber,Yes,18.77,7472.22,UPI,No,6,1,Yes,No,No,574.7861538461539,False,0.425443902916144
474,Female,64,31,Monthly,DSL,Yes,85.14,5135.48,Bank Transfer,Yes,0,1,No,No,Yes,165.66064516129032,True,0.7868350264009082
478,Female,29,42,Monthly,Fiber,Yes,73.99,956.36,UPI,Yes,0,4,No,No,No,22.77047619047619,True,0.765329514787826
479,Male,43,61,Yearly,Fiber,Yes,94.3,7019.87,Card,No,7,4,No,No,Yes,115.07983606557377,False,0.08320030537900562
482,Female,35,36,2-Year,Fiber,Yes,81.36,4146.86,UPI,Yes,0,4,Yes,Yes,No,115.19055555555555,False,0.380697701117517
485,Male,64,54,Monthly,Fiber,Yes,24.44,7574.88,Bank Transfer,Yes,0,2,Yes,No,No,140.27555555555557,False,0.39174783401851787
489,Male,61,47,Monthly,Fiber,Yes,93.64,596.97,UPI,Yes,9,3,Yes,No,No,12.701489361702128,True,0.5221195886460457
491,Female,65,22,Monthly,Fiber,Yes,43.11,356.52,Bank Transfer,Yes,9,2,No,No,No,16.205454545454543,False,0.45847646561174454
492,Male,21,21,Monthly,Fiber,Yes,30.24,5972.49,UPI,Yes,7,2,Yes,No,No,284.4042857142857,False,0.46825398885134856
493,Male,22,9,Yearly,DSL,No,93.21,5814.31,Card,Yes,3,2,Yes,No,Yes,646.0344444444445,False,0.33826903512576656
494,Female,54,26,2-Year,DSL,No,62.16,1174.84,Bank Transfer,No,7,5,Yes,No,No,45.18615384615384,False,0.26052631106278906
496,Male,59,15,Yearly,Fiber,Yes,77.83,1322.81,Card,Yes,6,1,No,Yes,No,88.18733333333333,False,0.08439378379513411
497,Male,66,10,2-Year,DSL,Yes,14.44,2479.29,Card,Yes,1,2,Yes,Yes,Yes,247.929,False,0.10564009951755057
499,Male,48,24,Monthly,DSL,Yes,61.54,3041.23,Bank Transfer,Yes,7,2,No,No,No,126.71791666666667,True,0.5127914962886216
500,Female,26,49,Yearly,DSL,Yes,26.28,2111.84,UPI,No,4,5,Yes,No,No,43.098775510204085,False,0.06599740379653285
501,Male,68,26,Monthly,Fiber,Yes,118.31,3962.71,Card,Yes,2,2,No,No,Yes,152.41192307692307,True,0.8001948786954212
502,Male,46,37,Yearly,Fiber,Yes,33.0,3318.52,Bank Transfer,No,6,5,Yes,Yes,No,89.68972972972973,False,0.03505124694106747
503,Male,31,68,Monthly,DSL,Yes,24.34,7893.9,Card,No,1,2,No,Yes,Yes,116.08676470588235,False,0.23535640011411094
504,Female,57,50,2-Year,DSL,Yes,32.39,541.82,UPI,Yes,2,4,Yes,Yes,No,10.836400000000001,False,0.11210578856939464
505,Male,58,24,Monthly,Fiber,Yes,94.6,1223.23,Bank Transfer,Yes,8,1,No,No,Yes,50.96791666666667,True,0.6168917356163294
507,Female,28,60,Yearly,Fiber,No,72.2,5044.15,UPI,Yes,3,5,Yes,Yes,No,84.06916666666666,False,0.13212573984477782
508,Male,40,39,Monthly,DSL,Yes,12.31,530.62,Bank Transfer,Yes,2,3,No,Yes,Yes,13.605641025641026,False,0.270531953114841
510,Female,63,19,Monthly,DSL,No,59.04,4144.32,Bank Transfer,No,2,2,Yes,No,Yes,218.1221052631579,True,0.7364988860945632
512,Female,38,55,Monthly,DSL,Yes,107.38,4536.6,UPI,Yes,2,2,Yes,Yes,Yes,82.48363636363636,True,0.7381281786300198
515,Female,53,49,Yearly,DSL,Yes,110.46,2618.66,Bank Transfer,Yes,5,1,Yes,Yes,No,53.442040816326525,False,0.15609492841432282
517,Female,18,21,2-Year,Fiber,Yes,101.25,1759.93,UPI,Yes,5,2,Yes,No,No,83.80619047619048,True,0.5118236483787538
518,Female,68,22,Monthly,DSL,Yes,24.71,1019.02,Bank Transfer,Yes,9,1,No,No,Yes,46.31909090909091,False,0.35574177907039856
519,Female,57,48,2-Year,Fiber,Yes,112.89,7763.92,Bank Transfer,Yes,2,3,No,Yes,No,161.74833333333333,False,0.38162235739087025
520,Female,32,37,Monthly,DSL,Yes,92.66,273.66,Bank Transfer,Yes,3,2,Yes,No,Yes,7.396216216216217,True,0.789299659697464
524,Male,26,32,Monthly,DSL,Yes,113.2,1171.45,UPI,Yes,5,2,No,No,No,36.6078125,True,0.7576512323076853
525,Female,27,11,Yearly,Fiber,Yes,40.31,1250.47,Bank Transfer,Yes,6,1,Yes,Yes,No,113.67909090909092,False,0.09497039441802992
526,Male,69,10,Monthly,Fiber,Yes,46.54,5609.71,UPI,Yes,4,2,Yes,No,Yes,560.971,True,0.5853914993945412
527,Male,43,57,Yearly,DSL,No,87.09,5178.17,Card,Yes,8,3,No,No,No,90.84508771929825,False,0.0849399745612638
528,Female,58,25,2-Year,DSL,Yes,94.18,6283.69,UPI,Yes,3,2,Yes,Yes,Yes,251.34759999999997,False,0.36548911399609996
529,Female,52,2,Monthly,Fiber,Yes,112.23,7506.1,Bank Transfer,No,9,5,Yes,Yes,Yes,3753.05,True,0.9045834236863649
530,Female,69,64,2-Year,Fiber,Yes,32.53,5566.23,Card,Yes,5,3,No,No,No,86.97234375,False,0.08751268888582808
531,Male,42,35,Monthly,Fiber,Yes,97.78,1331.23,Card,Yes,4,1,Yes,No,No,38.03514285714286,True,0.701010147169499
532,Female,43,7,Monthly,Fiber,Yes,91.24,2023.2,Bank Transfer,Yes,0,3,Yes,No,Yes,289.0285714285714,True,0.8934649294366434
533,Male,28,18,Monthly,DSL,Yes,17.02,6753.33,Bank Transfer,Yes,4,5,No,No,Yes,375.185,False,0.4759701110482403
534,Male,55,67,Monthly,DSL,Yes,52.59,1753.52,Bank Transfer,Yes,4,5,Yes,Yes,No,26.17194029850746,False,0.3063536479934098
536,Female,24,39,Monthly,Fiber,Yes,43.49,5655.91,UPI,Yes,0,2,No,Yes,No,145.02333333333334,True,0.5842265828648088
538,Male,44,24,2-Year,DSL,Yes,80.71,7368.32,Bank Transfer,Yes,6,3,Yes,No,No,307.0133333333333,False,0.2822625716660893
539,Male,51,60,Yearly,DSL,No,88.94,5237.02,Bank Transfer,Yes,5,4,No,No,No,87.28366666666668,False,0.10889899669958987
541,Male,34,19,2-Year,Fiber,Yes,51.49,7588.07,Card,Yes,6,2,Yes,No,No,399.3721052631579,False,0.20556654483114842
542,Female,60,68,Yearly,Fiber,Yes,98.2,2142.6,UPI,No,5,2,Yes,No,No,31.508823529411764,False,0.11762130918078684
543,Male,61,42,Monthly,Fiber,Yes,57.8,2763.98,Card,Yes,4,2,No,Yes,No,65.80904761904762,False,0.3691694095896927
544,Female,68,32,Monthly,Fiber,Yes,105.65,3277.86,Bank Transfer,Yes,9,1,Yes,No,Yes,102.433125,True,0.7135926087275835
547,Male,24,36,Yearly,DSL,Yes,34.06,1074.22,UPI,No,7,5,No,Yes,No,29.839444444444446,False,0.031554407997174655
548,Female,69,3,Monthly,Fiber,Yes,45.88,3267.67,Bank Transfer,Yes,9,2,Yes,Yes,Yes,1089.2233333333334,True,0.5457546442431461
549,Female,23,8,Monthly,Fiber,Yes,93.18,2870.61,UPI,No,3,3,Yes,Yes,Yes,358.82625,True,0.8250560007426464
550,Male,41,70,Monthly,Fiber,Yes,53.31,6205.44,Bank Transfer,No,3,5,No,No,No,88.64914285714285,False,0.39531838026570626
552,Female,66,68,Monthly,Fiber,Yes,58.9,1311.96,Card,Yes,4,1,No,Yes,Yes,19.293529411764705,False,0.34753240239155875
554,Female,60,49,Monthly,Fiber,Yes,35.12,3049.49,Bank Transfer,Yes,7,5,Yes,Yes,No,62.234489795918364,False,0.33336683821210256
555,Male,39,60,Monthly,Fiber,Yes,16.43,1296.14,UPI,Yes,6,2,No,No,No,21.602333333333334,False,0.2163966244613736
556,Female,43,2,2-Year,DSL,Yes,42.99,6407.78,Card,Yes,4,5,Yes,No,No,3203.89,True,0.5048304773014419
557,Female,45,60,Yearly,Fiber,Yes,62.17,5687.1,Card,Yes,9,1,Yes,Yes,No,94.78500000000001,False,0.04478711045944987
558,Female,67,5,Monthly,Fiber,No,28.48,1604.02,UPI,Yes,2,5,Yes,Yes,No,320.804,True,0.6225633862089378
559,Female,38,44,Yearly,DSL,Yes,49.03,2997.1,UPI,Yes,4,2,Yes,No,No,68.11590909090908,False,0.09835031626973646
562,Male,34,21,Monthly,Fiber,Yes,74.16,1058.84,Card,No,4,4,Yes,Yes,Yes,50.42095238095238,True,0.579037910269913
564,Male,58,50,Yearly,Fiber,Yes,26.69,6267.39,UPI,Yes,5,2,Yes,No,No,125.3478,False,0.036102567618070854
565,Female,66,67,Monthly,DSL,Yes,75.76,3182.88,Bank Transfer,Yes,9,1,Yes,No,No,47.50567164179105,False,0.4344984184291891
566,Female,37,44,2-Year,DSL,Yes,83.12,4670.66,UPI,Yes,3,5,No,Yes,No,106.15136363636363,False,0.2714635148431096
567,Female,39,58,Monthly,Fiber,Yes,56.13,7299.6,UPI,Yes,3,5,No,No,No,125.85517241379311,True,0.5845192289151101
568,Female,45,3,Monthly,DSL,Yes,87.12,4477.38,UPI,Yes,7,4,Yes,Yes,Yes,1492.46,True,0.802838180449771
569,Male,57,70,Monthly,DSL,No,55.18,1478.54,Bank Transfer,No,1,3,Yes,Yes,No,21.122,False,0.3607686853463605
570,Male,66,2,Monthly,Fiber,Yes,65.51,3091.76,UPI,Yes,3,3,Yes,Yes,No,1545.88,True,0.6946112449049003
571,Female,24,44,Monthly,Fiber,Yes,10.81,6760.84,Card,Yes,1,1,Yes,Yes,Yes,153.65545454545455,False,0.40026114313626177
572,Male,18,2,Monthly,DSL,Yes,86.09,5189.28,Card,No,0,2,No,No,Yes,2594.64,True,0.8951469688762906
575,Male,47,8,Monthly,Fiber,Yes,50.51,7162.39,UPI,Yes,7,2,Yes,Yes,No,895.29875,True,0.5169679109187852
576,Female,40,22,Monthly,Fiber,Yes,117.69,7366.36,Bank Transfer,No,5,1,No,No,Yes,334.83454545454543,True,0.8506767577910107
578,Female,36,58,Monthly,DSL,Yes,65.21,4398.6,Card,Yes,1,5,No,No,Yes,75.83793103448276,True,0.6467270386492808
